sl,text,type,source,category,label
76,"In the financial sector, machine learning (ML) has emerged as a transformative technology that provides sophisticated solutions to critical challenges, such as in fraud detection, anti-money laundering, algorithmic trading, credit scoring, and financial forecasting. ML significantly improves the accuracy, speed, and efficacy of decision-making processes by using sophisticated algorithms and large datasets. Nevertheless, its integration into financial systems presents significant obstacles such as cybersecurity threats, regulatory compliance, and data quality concerns. Building on these developments, this review examines the emergence of quantum machine learning (QML), an approach that integrates quantum-computation principles with intelligent financial systems. QML exploits quantum phenomena, including superposition, entanglement, and parallelism, to overcome the computational constraints encountered in classical ML. Applications such as quantum support vector machines (QSVMs), quantum neural networks (QNNs), and quantum clustering are examined in the context of fraud detection, portfolio optimization, and market forecasting. In contrast to previous reviews, this study provides a comparative and integrative analysis of ML and QML in the financial domain. It highlights the current technical limitations and emergent hybrid quantum classical models, emphasizing strategic directions for future research. In addition, we suggest a new framework for assessing the suitability of QML in practical financial applications, thereby bridging the gap between theoretical potential and real-world deployment. This review not only consolidates recent advancements but also establishes the foundation for the next iteration of intelligent financial systems powered by quantum-enhanced technologies.",Scientific Abstract,https://www.sciencedirect.com/science/article/pii/S2666764926000019,HWT,0
77,"This study presents a systematic review of 108 peer-reviewed publications (2019–2024) on the application of deep learning (DL) to financial fraud detection. It examines advances in model architectures, such as Convolutional Neural Networks (CNNs), Long Short-Term Memory (LSTM) networks, transformers, and ensemble methods—across domains including credit cards, insurance, and financial reporting. This review identifies key challenges in data imbalance, automation, explainability, and compliance with data privacy regulations. As a key contribution, this study introduces the Deep Learning–Sector–Governance (DLSG) framework, a novel synthesis that aligns DL methods with sector-specific constraints and regulatory requirements to guide the development of scalable and compliant fraud detection systems. By integrating methodological trends, regulatory shifts, and domain needs, this review offers practical guidance for researchers, industry practitioners, and policymakers working to strengthen fraud mitigation strategies in increasingly complex financial ecosystems.",Scientific Abstract,https://www.sciencedirect.com/science/article/pii/S2666764925000372,HWT,0
78,"In the era of Noisy Intermediate-Scale Quantum (NISQ) technology, variational quantum algorithms have emerged as a prominent method to showcase quantum superiority. Quantum federated learning (QFL), employing these algorithms in a distributed computing setting, enhances training performance and protects user data privacy. However, this approach significantly increases the demand for quantum capabilities, which are often beyond the reach of average users. This paper introduces a novel approach to QFL that incorporates quantum homomorphic encryption to enhance data security and privacy during collaborative training. We present the Quantum Circuit Random Reconstruction Homomorphic Encryption Algorithm (QCRRA), designed to facilitate secure and efficient model training over quantum networks without compromising data privacy. The QCRRA allows participants with no quantum capabilities to engage in federated learning by encrypting their quantum circuits, thus obviating direct exposure of sensitive data to quantum servers. We analyze the performance of our proposed approach through binary classification tasks on both MNIST, CIFAR10 and ad-hoc datasets, demonstrating that QCRRA maintains the integrity and accuracy of the learning process while significantly reducing the risk of data leakage. This study not only underscores the viability of QFL under stringent privacy constraints but also sets a precedent for future research in secure, decentralized quantum machine learning frameworks.",Scientific Abstract,https://www.sciencedirect.com/science/article/abs/pii/S0167739X25003486,HWT,0
79,"The Seebeck and Nernst coefficients of a weakly magnetized hot QCD medium having a weak momentum anisotropy is studied within the kinetic theory approach. Medium interactions are incorporated in the framework of a quasiparticle model where the medium dependent mass of quarks are obtained using perturbative thermal QCD in the presence of a weak magnetic field, which leads to different masses for the left (L) and right (R) handed chiral quark modes. The Seebeck and Nernst coefficient magnitudes of the QGP medium are found to be decreasing functions of temperature and decreasing functions of anisotropy strength. The Nernst coefficient magnitudes are about an order of magnitude smaller than their Seebeck counterparts.",Scientific Abstract,https://www.sciencedirect.com/science/article/pii/S3050480525002456,HWT,0
80,"Rectal drug delivery systems (RDDS) are increasingly being explored as a practical and targeted approach for managing inflammatory bowel disease (IBD), particularly in cases of ulcerative colitis (UC) and Crohn's disease (CD). Unlike oral or injectable therapies that often struggle with systemic side effects and poor targeting, RDDS allow medications to act directly at the site of inflammation, improving drug bioavailability and reducing unwanted systemic exposure. Over time, researchers have sought to address the limitations of rectal administration, including discomfort, variable retention, and formulation instability. These challenges are being mitigated through innovative design strategies. Recent advances in drug carriers, such as nanoparticles, mucoadhesive hydrogels, thermosensitive formulations, and microbiome-responsive systems, have facilitated more precise and sustained drug release. In parallel, natural compounds, particularly phytochemicals, are being incorporated into these carriers to impart anti-inflammatory and antioxidant properties while minimizing side effects. However, despite promising laboratory outcomes, clinical translation remains limited. Challenges such as anatomical variability, patient compliance, and long-term formulation stability continue to slow progress. This review explores recent developments in RDDS for IBD, reflecting on both the scientific advances made and the gaps that remain. It also highlights the growing need for patient-centric, interdisciplinary strategies, encompassing advances in nanoparticle-based carriers, polymeric and microbiome-responsive systems along with phytocompound-based formulations to fully realise the therapeutic potential of rectal delivery in IBD care.",Scientific Abstract,https://www.sciencedirect.com/science/article/abs/pii/S1773224725009700,HWT,0
81,"In recent times, there have been many works in automatic text summarization as it has become a very intriguing topic of natural language processing. A summary should be concise, delivering all the important facts of a document. State-of-the-art extractive text summarizers use sentence ranking in various ways to extract significant summary sentences. In this paper, a hybrid approach has been introduced for single document extractive summarization. A combination of approaches such as sentence-ranking based on key-phrases and sentiment analysis has been proposed. Moreover, the work combines another approach that picks summary sentences based on their interconnection with other sentences in the text for getting a better result. Through empirical experiments, the proposed approach has been found to generate better summaries than similar existing systems.",Scientific Abstract,https://ieeexplore.ieee.org/abstract/document/9396855,HWT,0
82,"Deep neural networks often suffer significant performance degradation under distributional shifts, limiting their reliability in real-world applications. This paper proposes a curvature-regularized optimization framework that explicitly penalizes sharp minima during training. By incorporating second-order curvature approximations into the loss function, the proposed method encourages flatter solutions that exhibit improved robustness to unseen data distributions. The framework is optimizer-agnostic and can be seamlessly integrated into standard stochastic gradient descent pipelines. Extensive experiments are conducted on image classification and natural language processing benchmarks, including CIFAR-10-C, ImageNet-C, and domain-shifted sentiment analysis datasets. Compared to conventional regularization techniques such as weight decay and dropout, the proposed approach consistently improves out-of-distribution accuracy by 3–7% while maintaining in-distribution performance. Ablation studies demonstrate the independent contribution of curvature regularization and confirm its stability across network depths and architectures. The results indicate that curvature-aware learning provides a principled mechanism for enhancing generalization in deep models deployed in non-stationary environments.",Scientific Abstract,Generated by ChatGPT,AGT,1
83,"Optimization instability remains a major bottleneck in training deep neural networks, particularly under noisy gradients and limited data regimes. This work introduces an uncertainty-aware gradient optimization algorithm that models gradient updates as probabilistic distributions rather than deterministic vectors. By estimating epistemic uncertainty during training, the optimizer dynamically adjusts step sizes and update directions to balance exploration and convergence. The proposed method is evaluated across convolutional and transformer-based architectures on vision and language benchmarks, including CIFAR-100, GLUE, and low-resource text classification datasets. Experimental results demonstrate faster convergence rates and improved final accuracy compared to Adam, RMSProp, and SGD with momentum. Furthermore, the optimizer significantly reduces performance variance across random initializations, indicating improved training stability. These findings suggest that incorporating uncertainty estimation directly into optimization offers a robust alternative to traditional adaptive learning rate methods.",Scientific Abstract,Generated by ChatGPT,AGT,1
84,"Ensemble learning techniques are widely used to improve predictive performance, yet a principled understanding of ensemble diversity remains limited. This paper presents an information-theoretic framework that formalizes diversity as mutual information between ensemble members. The proposed analysis establishes theoretical bounds linking ensemble diversity, generalization error, and model capacity. Using this framework, we derive conditions under which increasing ensemble size yields diminishing returns. Empirical validation is conducted using random forests, gradient boosting machines, and neural network ensembles across multiple classification benchmarks. Results demonstrate strong agreement between theoretical predictions and observed performance trends. The framework provides actionable insights for designing efficient ensembles with optimal diversity–accuracy trade-offs.",Scientific Abstract,Generated by ChatGPT,AGT,1
85,"Kernel-based methods offer strong representational power but suffer from poor scalability in high-dimensional settings. This paper introduces a structured random feature approximation technique that enables efficient nonlinear learning at scale. By leveraging orthogonal random projections and low-rank matrix factorization, the proposed method preserves kernel similarity while reducing computational complexity. Experiments on large-scale classification tasks show that the approach achieves comparable accuracy to exact kernel methods while reducing memory usage and training time by an order of magnitude. The proposed technique enables practical deployment of kernel-based learning in resource-constrained environments.",Scientific Abstract,Generated by ChatGPT,AGT,1
86,"Many real-world datasets exhibit inherent relational structures that are ignored by conventional deep learning models. This work introduces a graph-regularized deep learning framework that incorporates structural priors into representation learning. A graph Laplacian constraint is imposed on latent embeddings to preserve neighborhood relationships. The approach is evaluated on citation networks, molecular graphs, and relational tabular datasets, achieving superior performance compared to non-graph-aware baselines. The findings highlight the importance of structural inductive biases in deep models.",Scientific Abstract,Generated by ChatGPT,AGT,1
87,Catastrophic forgetting remains a fundamental challenge in continual learning systems. This paper proposes an adaptive memory consolidation mechanism that selectively retains task-relevant representations while discarding redundant information. The framework dynamically allocates memory resources based on task similarity and information gain. Experiments on standard continual learning benchmarks demonstrate significant reductions in forgetting while maintaining computational efficiency. The method provides a scalable solution for lifelong learning applications.,Scientific Abstract,Generated by ChatGPT,AGT,1
88,"The reliance on large labeled datasets limits the applicability of supervised learning in many domains. This study introduces a self-supervised pretraining strategy that leverages contrastive objectives to learn transferable representations. The pretrained models are fine-tuned on downstream tasks with minimal labeled data, achieving competitive performance compared to fully supervised baselines. Extensive evaluations across vision and text domains confirm the effectiveness of the proposed approach in label-scarce environments.",Scientific Abstract,Generated by ChatGPT,AGT,1
89,Predictive uncertainty estimation is essential for deploying machine learning systems in safety-critical domains. This paper presents a Bayesian deep learning framework that integrates variational inference with deep neural architectures. The proposed method provides calibrated uncertainty estimates while maintaining high predictive accuracy. Evaluations on regression and classification benchmarks demonstrate improved uncertainty calibration compared to deterministic and ensemble-based approaches. The framework supports reliable decision-making under uncertainty.,Scientific Abstract,Generated by ChatGPT,AGT,1
90,"Contrastive learning has emerged as a powerful paradigm for unsupervised representation learning. This paper introduces a hard negative mining strategy that identifies informative negative samples during training. By focusing on semantically similar but distinct instances, the proposed approach improves representation quality and downstream task performance. Extensive experiments demonstrate improved convergence speed and generalization across image and text datasets.",Scientific Abstract,Generated by ChatGPT,AGT,1
91,Federated learning enables collaborative model training without centralized data sharing but faces challenges related to privacy leakage and communication efficiency. This study proposes a privacy-preserving optimization framework that integrates secure aggregation with adaptive client sampling. The approach reduces communication overhead while maintaining strong privacy guarantees. Experimental results on federated benchmarks demonstrate improved scalability and robustness compared to existing methods.,Scientific Abstract,Generated by ChatGPT,AGT,1
92,"Model interpretability is critical for trust and accountability in machine learning systems. This paper introduces a concept bottleneck architecture that explicitly learns human-interpretable intermediate representations. The model is trained to predict semantic concepts before making final predictions, enabling transparent reasoning. Evaluations on structured and unstructured datasets demonstrate competitive accuracy alongside significantly improved interpretability.",Scientific Abstract,Generated by ChatGPT,AGT,1
93,"Many real-world problems involve heterogeneous data sources such as text, images, and tabular features. This work proposes a unified multi-modal learning framework that aligns representations across modalities using shared latent spaces. The approach is evaluated on cross-domain prediction tasks, achieving improved robustness to missing or noisy modalities. The results highlight the benefits of joint multi-modal representation learning.",Scientific Abstract,Generated by ChatGPT,AGT,1
94,"Modern deep classifiers often produce overconfident predictions, limiting their reliability in real-world decision-making. This paper proposes a distributional output modeling framework that represents class logits as probability distributions rather than point estimates. By explicitly modeling epistemic and aleatoric uncertainty, the proposed approach enables uncertainty-calibrated predictions without sacrificing classification accuracy. Extensive experiments on image and text classification benchmarks demonstrate improved Expected Calibration Error (ECE) and enhanced robustness under dataset shift. The results support the integration of uncertainty modeling into standard classification pipelines.",Scientific Abstract,Generated by ChatGPT,AGT,1
95,"Semi-supervised learning aims to leverage unlabeled data to improve model performance. This paper proposes a unified framework combining consistency regularization with iterative pseudo-label refinement. The model enforces prediction consistency under data augmentations while progressively improving pseudo-label quality. Evaluations on vision and text benchmarks demonstrate superior performance compared to existing semi-supervised methods, particularly in low-label regimes.",Scientific Abstract,Generated by ChatGPT,AGT,1
96,Transfer learning performance often degrades when source and target domains differ substantially. This work proposes a task-adaptive feature modulation mechanism that dynamically reweights transferred features based on target-domain relevance. The approach improves cross-domain generalization and mitigates negative transfer. Experiments across multiple domain adaptation benchmarks show consistent performance gains over conventional fine-tuning strategies.,Scientific Abstract,Generated by ChatGPT,AGT,1
97,"Knowledge distillation enables compact student models to learn from large teacher networks, but often ignores uncertainty information. This study introduces uncertainty-aware knowledge distillation, where predictive uncertainty is transferred alongside class probabilities. The student model learns both decision boundaries and confidence estimates. Experimental evaluations demonstrate improved generalization and calibration compared to conventional distillation approaches. The method enhances the reliability of compressed models.",Scientific Abstract,Generated by ChatGPT,AGT,1
98,"Models trained on limited domains often fail to generalize to unseen environments. This work extends invariant risk minimization by introducing soft invariance constraints that balance domain-specific and domain-invariant features. The proposed formulation improves optimization stability and empirical performance. Experiments on multi-domain benchmarks show enhanced generalization under unseen domain shifts, highlighting the effectiveness of relaxed invariance objectives.",Scientific Abstract,Generated by ChatGPT,AGT,1
99,Training deep learning models incurs significant computational and environmental costs. This paper proposes an energy-aware training strategy that dynamically adjusts model complexity and batch processing based on real-time energy consumption signals. Experiments demonstrate reduced energy usage and carbon footprint without sacrificing model accuracy. The approach supports environmentally sustainable machine learning practices.,Scientific Abstract,Generated by ChatGPT,AGT,1
100,Many machine learning tasks exhibit hierarchical relationships that are ignored in conventional multi-task learning. This study introduces a hierarchical multi-task learning framework that models task dependencies explicitly using shared and task-specific layers. The approach improves knowledge transfer across related tasks while reducing negative interference. Experimental results across benchmark datasets demonstrate improved performance and training efficiency compared to flat multi-task baselines.,Scientific Abstract,Generated by ChatGPT,AGT,1
101,Covariate shift between training and deployment environments remains a primary cause of performance degradation in machine learning systems. This paper proposes a feature distribution alignment framework that explicitly minimizes discrepancies between source and target feature distributions during training. The approach integrates moment-matching and adversarial alignment within a unified deep learning architecture. Extensive evaluations on domain-shifted image and text classification benchmarks demonstrate significant improvements in out-of-distribution accuracy compared to standard empirical risk minimization and domain adaptation baselines. Ablation studies confirm the effectiveness of alignment at multiple representation levels. The results highlight the importance of feature-level robustness for reliable real-world deployment.,Scientific Abstract,Generated by ChatGPT,AGT,1
102,"Despite their expressive power, deep neural networks often learn latent representations that overfit training data. This work introduces a latent space regularization strategy that constrains representation geometry through entropy minimization and smoothness constraints. The proposed method encourages compact and semantically meaningful embeddings without sacrificing discriminative power. Experiments across vision, speech, and tabular datasets demonstrate improved generalization performance and reduced sensitivity to noise. The findings provide new insights into controlling representation complexity in deep learning.",Scientific Abstract,Generated by ChatGPT,AGT,1
103,Spurious correlations often undermine the reliability of machine learning models. This study introduces a causal representation learning approach that disentangles causal features from confounding variables using intervention-inspired objectives. The learned representations exhibit improved robustness under distribution shifts and interventions. Experiments on synthetic causal benchmarks and real-world datasets demonstrate superior generalization compared to correlation-based learning methods. The results emphasize the role of causality in building reliable predictive models.,Scientific Abstract,Generated by ChatGPT,AGT,1
104,Self-supervised learning methods rely on constructing effective pretext tasks. This paper proposes a multi-view consistency framework that leverages complementary data augmentations to enforce representation agreement across views. The approach captures invariant features while discarding nuisance variations. Extensive evaluations on image and text benchmarks show improved downstream task performance compared to single-view self-supervised baselines. The framework enhances representation robustness and transferability.,Scientific Abstract,Generated by ChatGPT,AGT,1
105,Scalable distributed training is essential for large-scale machine learning but is limited by communication overhead. This work introduces a gradient compression technique that reduces communication cost while preserving convergence guarantees. The method adaptively selects compression levels based on gradient statistics and network conditions. Experimental results on distributed benchmarks demonstrate substantial reductions in communication overhead with minimal impact on model accuracy. The approach improves the efficiency of large-scale distributed learning.,Scientific Abstract,Generated by ChatGPT,AGT,1
106,"Hierarchical data structures arise naturally in domains such as text, genomics, and computer vision. This study introduces a multi-resolution learning framework that captures patterns at different levels of abstraction simultaneously. By integrating hierarchical representations into a unified model, the approach improves predictive performance and robustness. Experiments across hierarchical datasets demonstrate superior accuracy compared to flat modeling approaches. The framework supports effective learning from structured data.",Scientific Abstract,Generated by ChatGPT,AGT,1
107,"Poorly calibrated predictions limit the trustworthiness of machine learning models. This paper proposes a calibration-aware training objective that directly minimizes calibration error during model optimization. Unlike post-hoc calibration methods, the proposed approach produces well-calibrated predictions at training time. Experimental evaluations across multiple benchmarks demonstrate significant reductions in Expected Calibration Error while maintaining predictive accuracy. The method improves reliability in risk-sensitive applications.",Scientific Abstract,Generated by ChatGPT,AGT,1
108,"Real-world datasets often contain missing or corrupted views, challenging conventional learning algorithms. This work proposes a multi-view learning framework that jointly models view-specific and shared representations while accounting for missing data. The approach dynamically weights available views based on reliability estimates. Experiments on multi-modal benchmarks demonstrate improved robustness and predictive performance compared to single-view and naïve multi-view baselines. The framework enables effective learning from imperfect data sources.",Scientific Abstract,Generated by ChatGPT,AGT,1
109,"Federated learning systems often suffer from performance degradation due to statistical heterogeneity across client data distributions. This paper proposes a personalized federated learning framework that jointly learns a global representation and client-specific adaptations. By decomposing model parameters into shared and local components, the approach balances global generalization with personalized performance. Extensive experiments on federated vision and text benchmarks demonstrate improved accuracy and faster convergence compared to standard federated averaging. The framework supports scalable and heterogeneous federated deployments.",Scientific Abstract,Generated by ChatGPT,AGT,1
110,Machine learning models deployed in dynamic environments must adapt to evolving data distributions. This paper proposes an online learning framework with adaptive forgetting mechanisms that balance knowledge retention and adaptation. The model dynamically adjusts its forgetting rate based on detected distributional changes. Evaluations on synthetic and real-world data streams demonstrate improved predictive accuracy and reduced concept drift effects compared to fixed-forgetting baselines. The framework supports long-term deployment in non-stationary settings.,Scientific Abstract,Generated by ChatGPT,AGT,1
111,"Deep learning models often lack transparency, hindering adoption in high-stakes applications. This paper proposes a post-hoc rule extraction method that derives human-readable decision rules from trained neural networks. The extracted rules approximate model behavior with high fidelity while remaining interpretable. Evaluations on tabular and classification benchmarks demonstrate competitive predictive performance and improved explainability. The method bridges the gap between accuracy and interpretability.",Scientific Abstract,Generated by ChatGPT,AGT,1
112,"While graph neural networks achieve strong performance, their interpretability remains limited. This paper proposes a subgraph attribution method that identifies influential substructures responsible for model predictions. The approach provides instance-level explanations without modifying the original model. Experiments on molecular and social network datasets demonstrate meaningful explanations aligned with domain knowledge. The method enhances transparency in graph-based learning.",Scientific Abstract,Generated by ChatGPT,AGT,1
113,Streaming data applications require scalable and adaptive learning solutions. This work introduces a distributed online learning framework that partitions data streams across compute nodes while maintaining global model coherence. The framework supports real-time updates and adapts to concept drift. Experimental evaluations on large-scale streaming benchmarks demonstrate improved scalability and predictive performance. The approach enables continuous learning in data-intensive environments.,Scientific Abstract,Generated by ChatGPT,AGT,1
114,Data annotation is costly in supervised learning. This paper proposes an uncertainty-guided active learning strategy that selects informative samples based on predictive uncertainty and diversity metrics. The approach reduces annotation effort while maintaining model performance. Experiments on vision and text datasets demonstrate significant reductions in labeling cost compared to random and heuristic sampling strategies.,Scientific Abstract,Generated by ChatGPT,AGT,1
115,Multi-task learning models often suffer from negative transfer due to conflicting task gradients. This study introduces a task conflict resolution mechanism that dynamically adjusts gradient directions to minimize interference. The approach improves task-specific and overall performance across diverse benchmarks. The results demonstrate improved stability and efficiency in multi-task learning systems.,Scientific Abstract,Generated by ChatGPT,AGT,1
116,Machine learning models can fail catastrophically when exposed to out-of-distribution clinical data. This paper proposes an uncertainty-based out-of-distribution detection framework that identifies anomalous samples at inference time. The approach leverages predictive uncertainty and representation divergence to flag unreliable predictions. Experiments on medical imaging benchmarks demonstrate improved detection performance compared to confidence-based heuristics. The method enhances model safety in clinical environments.,Scientific Abstract,Generated by ChatGPT,AGT,1
117,"Sharing medical data across institutions is constrained by privacy regulations. This work introduces a privacy-preserving learning framework that enables collaborative model training without exposing sensitive patient information. By combining federated learning with differential privacy mechanisms, the approach ensures strong privacy guarantees. Evaluations demonstrate competitive performance with centralized training while maintaining privacy compliance.",Scientific Abstract,Generated by ChatGPT,AGT,1
118,"Healthcare data often span heterogeneous modalities including structured records, medical images, and free-text notes. This study introduces a multi-view learning framework that integrates heterogeneous clinical data into a unified predictive model. The approach learns modality-specific representations while capturing cross-modal interactions. Evaluations on real-world clinical datasets demonstrate improved diagnostic accuracy compared to single-modality baselines. The framework supports holistic patient modeling.",Scientific Abstract,Generated by ChatGPT,AGT,1
119,Medical datasets are often limited due to privacy and acquisition constraints. This study introduces a hybrid transfer–meta-learning framework designed to improve learning efficiency in small-data regimes. The approach combines cross-domain pretraining with task-level adaptation strategies. Experiments on medical imaging and clinical text datasets demonstrate improved performance compared to conventional transfer learning methods. The framework enables effective learning under severe data limitations.,Scientific Abstract,Generated by ChatGPT,AGT,1
120,Interpretability is essential for clinical adoption of machine learning models. This paper proposes a risk prediction framework that integrates interpretable feature attribution mechanisms into deep learning architectures. The model provides both accurate predictions and transparent explanations aligned with clinical reasoning. Evaluations on electronic health record datasets demonstrate improved trust and usability compared to black-box models. The approach supports accountable AI in healthcare.,Scientific Abstract,Generated by ChatGPT,AGT,1
121,Clinical datasets often contain missing values and measurement errors. This work introduces a robust learning framework that jointly handles missingness and noise through probabilistic imputation and uncertainty modeling. The approach improves predictive performance and stability compared to traditional imputation-based pipelines. Experimental results across multiple healthcare benchmarks demonstrate enhanced robustness in realistic clinical settings.,Scientific Abstract,Generated by ChatGPT,AGT,1
122,"In safety-critical domains, selecting models based solely on accuracy is insufficient. This paper proposes a calibration-driven model selection strategy that prioritizes reliable uncertainty estimation alongside predictive performance. Models are evaluated using calibration metrics such as Expected Calibration Error and coverage probability. Experiments demonstrate improved decision reliability in autonomous and healthcare-related tasks. The approach provides a principled model selection criterion for high-risk applications.",Scientific Abstract,Generated by ChatGPT,AGT,1
123,Continuous patient monitoring generates complex temporal data streams. This paper proposes an attention-based time-series learning framework that captures long-range dependencies and temporal patterns in patient data. Experimental results on physiological monitoring datasets demonstrate improved prediction accuracy for adverse event detection compared to recurrent baselines. The approach supports early warning systems in healthcare.,Scientific Abstract,Generated by ChatGPT,AGT,1
124,"Trust remains a critical barrier to clinical adoption of machine learning systems. This study presents a comprehensive framework for trustworthy clinical machine learning that integrates accuracy, interpretability, uncertainty estimation, and fairness. The framework is evaluated across multiple healthcare tasks, demonstrating improved reliability and clinician acceptance. The results highlight key design principles for deploying machine learning in healthcare settings.",Scientific Abstract,Generated by ChatGPT,AGT,1
125,"Large language models (LLMs) have demonstrated remarkable capabilities, yet scaling them efficiently remains a challenge. This paper investigates scaling laws in LLMs, relating model size, dataset size, and computational budget to generalization performance. Through extensive experiments on transformer-based architectures, we quantify the trade-offs between model capacity, training efficiency, and emergent capabilities. The findings provide principled guidelines for resource-aware LLM design and suggest optimal scaling strategies for diverse NLP tasks.",Scientific Abstract,Generated by ChatGPT,AGT,1
126,Standard LLMs often struggle with specialized domains due to limited exposure to domain-specific knowledge. This study introduces a knowledge-augmented transformer architecture that integrates structured external knowledge during training. The approach employs entity-aware attention mechanisms to enhance contextual understanding. Evaluations on biomedical and legal text corpora demonstrate improved domain-specific comprehension and downstream task performance compared to conventional LLMs.,Scientific Abstract,Generated by ChatGPT,AGT,1
127,Fine-tuning large pretrained models remains computationally expensive. This paper proposes a low-rank adaptation strategy that updates only a small subset of parameters while keeping the bulk of the pretrained weights frozen. Experiments on multiple NLP and vision benchmarks show comparable performance to full fine-tuning at a fraction of the computational cost. The method enables efficient deployment of foundation models in resource-constrained environments.,Scientific Abstract,Generated by ChatGPT,AGT,1
128,"Machine learning models for medical decision support must provide reliable predictions and uncertainty estimates. This paper proposes an uncertainty-aware deep learning framework that jointly models predictive accuracy and confidence calibration. By integrating Bayesian approximation techniques and uncertainty-sensitive loss functions, the proposed method produces well-calibrated predictions under data scarcity and noise. Evaluations on multiple clinical datasets demonstrate improved diagnostic accuracy and reduced overconfidence compared to deterministic deep learning baselines. The results support safer clinical deployment.",Scientific Abstract,Generated by ChatGPT,AGT,1
129,Foundation models often face catastrophic forgetting when adapted sequentially to new tasks. This paper introduces a continual adaptation framework that preserves core knowledge while integrating new task-specific information. The approach employs parameter-efficient adapters and selective replay strategies. Evaluations across sequential NLP tasks demonstrate improved task retention and adaptation efficiency compared to conventional fine-tuning approaches.,Scientific Abstract,Generated by ChatGPT,AGT,1
130,"Integrating multiple modalities is essential for holistic AI systems. This work proposes a multi-modal foundation model that jointly learns representations across text, vision, and audio. Cross-modal attention and shared latent spaces enable the model to transfer knowledge effectively between modalities. Experiments on multi-modal benchmarks show state-of-the-art performance in cross-modal retrieval and classification, highlighting the promise of unified multi-modal learning.",Scientific Abstract,Generated by ChatGPT,AGT,1
131,"Foundation models often produce overconfident predictions that can be risky in high-stakes settings. This paper presents an uncertainty-aware framework that quantifies epistemic and aleatoric uncertainty in LLM predictions. By incorporating calibrated uncertainty estimates, the approach improves decision-making reliability. Experimental results on medical and financial NLP datasets demonstrate improved trustworthiness and reduced failure rates.",Scientific Abstract,Generated by ChatGPT,AGT,1
132,"Training foundation models is computationally and environmentally costly. This paper introduces energy-efficient training strategies, including dynamic precision scaling, adaptive batch scheduling, and gradient sparsification. Experiments demonstrate substantial reductions in energy consumption and carbon footprint without degrading model performance. The results provide practical guidelines for sustainable large-scale model training.",Scientific Abstract,Generated by ChatGPT,AGT,1
133,"Prompt engineering is critical for LLM performance, yet manually designed prompts are suboptimal and brittle. This study introduces a robust prompt learning framework that automatically generates and optimizes prompts based on model feedback and task-specific constraints. Experimental evaluations on NLP benchmarks show improved generalization and reduced sensitivity to prompt variation compared to manual or static prompt designs.",Scientific Abstract,Generated by ChatGPT,AGT,1
134,Knowledge distillation is a key approach to compress large foundation models for practical deployment. This paper proposes an adaptive distillation method that selectively transfers knowledge based on task relevance and model uncertainty. Experiments on NLP and vision benchmarks show that compact student models retain performance comparable to their teacher models while reducing inference cost and memory footprint.,Scientific Abstract,Generated by ChatGPT,AGT,1
135,Fine-tuning multi-modal foundation models often suffers from negative transfer across heterogeneous tasks. This work introduces a task-aware adaptation framework that dynamically modulates shared and task-specific representations during fine-tuning. Experiments on image–text and audio–text multi-modal tasks demonstrate improved task performance and sample efficiency compared to standard fine-tuning approaches.,Scientific Abstract,Generated by ChatGPT,AGT,1
136,"Machine learning models can unintentionally perpetuate societal biases. This paper introduces a fairness-constrained learning framework that integrates group fairness and individual fairness objectives directly into optimization. By applying multi-objective gradient adjustments, the model mitigates bias while preserving predictive accuracy. Experiments on benchmark fairness datasets demonstrate reduced disparity across sensitive attributes without sacrificing overall performance. The framework offers a principled approach for ethical AI deployment.",Scientific Abstract,Generated by ChatGPT,AGT,1
137,Reinforcement learning (RL) in edge and embedded systems is limited by energy constraints. This study introduces an energy-constrained RL framework that incorporates adaptive reward shaping and action pruning to minimize energy consumption while maintaining task performance. Evaluations on robotic control and resource-limited simulation tasks demonstrate substantial reductions in energy usage with minimal impact on learning efficiency.,Scientific Abstract,Generated by ChatGPT,AGT,1
138,Combining symbolic reasoning with neural representation learning can improve explainability and generalization. This paper presents a hybrid symbolic-neural framework where neural networks generate embeddings that are processed by symbolic reasoning modules. Experiments on reasoning benchmarks demonstrate enhanced interpretability and accuracy over purely neural or symbolic approaches. The method bridges the gap between classical AI and modern deep learning.,Scientific Abstract,Generated by ChatGPT,AGT,1
139,"Curriculum learning can accelerate convergence, but static curricula fail under dynamic data distributions. This paper proposes an adaptive curriculum learning framework that continuously adjusts sample ordering based on model performance and difficulty estimation. Evaluations on sequential learning tasks and streaming datasets demonstrate improved convergence speed and robustness under non-stationary conditions.",Scientific Abstract,Generated by ChatGPT,AGT,1
140,Collaborative multi-modal learning across institutions faces privacy and heterogeneity challenges. This work introduces a federated multi-modal learning framework that integrates secure aggregation and personalized adaptation. Experiments on medical imaging and clinical text datasets demonstrate improved cross-modal performance while preserving patient privacy. The framework enables large-scale multi-institutional learning under regulatory constraints.,Scientific Abstract,Generated by ChatGPT,AGT,1
141,"Autonomous systems require both accurate and interpretable uncertainty estimates. This study presents a framework that combines Bayesian deep learning with post-hoc explanation mechanisms to provide interpretable predictive confidence. Evaluations on autonomous driving and robotic navigation datasets demonstrate improved reliability and transparency, facilitating safer deployment in real-world scenarios.",Scientific Abstract,Generated by ChatGPT,AGT,1
